Country or Area,Year,Unit,Quantity
Samoa,2019,"Kilowatt-hours, million",23.627
Samoa,2018,"Kilowatt-hours, million",21.117
Samoa,2017,"Kilowatt-hours, million",20.197
Samoa,2016,"Kilowatt-hours, million",15.617
Samoa,2015,"Kilowatt-hours, million",8.136
Samoa,2014,"Kilowatt-hours, million",0.937
Samoa,2013,"Kilowatt-hours, million",0.028
Samoa,2012,"Kilowatt-hours, million",0.014
Samoa,2011,"Kilowatt-hours, million",0.015
Samoa,2010,"Kilowatt-hours, million",0.013
Samoa,2009,"Kilowatt-hours, million",0.015
Samoa,2008,"Kilowatt-hours, million",0.016
Samoa,2007,"Kilowatt-hours, million",0.016
Samoa,2006,"Kilowatt-hours, million",0.008
Samoa,2005,"Kilowatt-hours, million",0.007
Samoa,2004,"Kilowatt-hours, million",0.006
Samoa,2003,"Kilowatt-hours, million",0.003
Samoa,2002,"Kilowatt-hours, million",0.003
Samoa,2001,"Kilowatt-hours, million",0
Sao Tome and Principe,2020,"Kilowatt-hours, million",0.4
Sao Tome and Principe,2019,"Kilowatt-hours, million",0.4
Sao Tome and Principe,2018,"Kilowatt-hours, million",0.4
Sao Tome and Principe,2017,"Kilowatt-hours, million",0.4
Sao Tome and Principe,2016,"Kilowatt-hours, million",0.2
Sao Tome and Principe,2015,"Kilowatt-hours, million",0.15
Sao Tome and Principe,2014,"Kilowatt-hours, million",0.12
Sao Tome and Principe,2013,"Kilowatt-hours, million",0.08
Saudi Arabia,2019,"Kilowatt-hours, million",829
Saudi Arabia,2018,"Kilowatt-hours, million",214
Saudi Arabia,2017,"Kilowatt-hours, million",65
Saudi Arabia,2016,"Kilowatt-hours, million",46
Saudi Arabia,2015,"Kilowatt-hours, million",46
Saudi Arabia,2014,"Kilowatt-hours, million",0.748
Saudi Arabia,2013,"Kilowatt-hours, million",0.781
Saudi Arabia,2012,"Kilowatt-hours, million",0.753
Saudi Arabia,2011,"Kilowatt-hours, million",0
Saudi Arabia,2010,"Kilowatt-hours, million",0
Saudi Arabia,2009,"Kilowatt-hours, million",0
Saudi Arabia,2008,"Kilowatt-hours, million",0
Saudi Arabia,2007,"Kilowatt-hours, million",0
Senegal,2019,"Kilowatt-hours, million",291
Senegal,2018,"Kilowatt-hours, million",80
Senegal,2017,"Kilowatt-hours, million",99
Senegal,2016,"Kilowatt-hours, million",6
Senegal,2015,"Kilowatt-hours, million",4
Senegal,2014,"Kilowatt-hours, million",4
Senegal,2013,"Kilowatt-hours, million",4
Senegal,2007,"Kilowatt-hours, million",0
Senegal,2006,"Kilowatt-hours, million",4
Senegal,2005,"Kilowatt-hours, million",4
Senegal,2004,"Kilowatt-hours, million",3
Senegal,2003,"Kilowatt-hours, million",2
Senegal,2002,"Kilowatt-hours, million",2
Senegal,2001,"Kilowatt-hours, million",2
Senegal,2000,"Kilowatt-hours, million",2
Serbia,2019,"Kilowatt-hours, million",14
Serbia,2018,"Kilowatt-hours, million",13
Serbia,2017,"Kilowatt-hours, million",13.139
Serbia,2016,"Kilowatt-hours, million",12
Serbia,2015,"Kilowatt-hours, million",11
Serbia,2014,"Kilowatt-hours, million",6
Seychelles,2020,"Kilowatt-hours, million",5.8
Seychelles,2019,"Kilowatt-hours, million",5
Seychelles,2018,"Kilowatt-hours, million",3.5
Seychelles,2017,"Kilowatt-hours, million",3
Seychelles,2016,"Kilowatt-hours, million",2.3
Seychelles,2015,"Kilowatt-hours, million",1.5
Seychelles,2014,"Kilowatt-hours, million",0.71
Sierra Leone,2019,"Kilowatt-hours, million",5.9
Sierra Leone,2018,"Kilowatt-hours, million",5.8
Sierra Leone,2017,"Kilowatt-hours, million",5.6
Sierra Leone,2016,"Kilowatt-hours, million",0.7
Sierra Leone,2015,"Kilowatt-hours, million",0.6
Sierra Leone,2014,"Kilowatt-hours, million",0.6
Sierra Leone,2013,"Kilowatt-hours, million",0.6
Sierra Leone,2012,"Kilowatt-hours, million",0.3
Sierra Leone,2011,"Kilowatt-hours, million",0.2
Sierra Leone,2010,"Kilowatt-hours, million",0.1
Sierra Leone,2009,"Kilowatt-hours, million",0.1
Sierra Leone,2008,"Kilowatt-hours, million",0.1
Singapore,2020,"Kilowatt-hours, million",622
Singapore,2019,"Kilowatt-hours, million",410
Singapore,2018,"Kilowatt-hours, million",237
Singapore,2017,"Kilowatt-hours, million",175
Singapore,2016,"Kilowatt-hours, million",146
Singapore,2015,"Kilowatt-hours, million",69
Singapore,2014,"Kilowatt-hours, million",38
Singapore,2013,"Kilowatt-hours, million",17
Singapore,2012,"Kilowatt-hours, million",13
Singapore,2011,"Kilowatt-hours, million",8
Singapore,2010,"Kilowatt-hours, million",5
Singapore,2009,"Kilowatt-hours, million",3
Singapore,2008,"Kilowatt-hours, million",1
Slovakia,2019,"Kilowatt-hours, million",589
Slovakia,2018,"Kilowatt-hours, million",585
Slovakia,2017,"Kilowatt-hours, million",506
Slovakia,2016,"Kilowatt-hours, million",533
Slovakia,2015,"Kilowatt-hours, million",506
Slovakia,2014,"Kilowatt-hours, million",597
Slovakia,2013,"Kilowatt-hours, million",588
Slovakia,2012,"Kilowatt-hours, million",424
Slovakia,2011,"Kilowatt-hours, million",397
Slovakia,2010,"Kilowatt-hours, million",17
Slovenia,2019,"Kilowatt-hours, million",303.039
Slovenia,2018,"Kilowatt-hours, million",254.961
Slovenia,2017,"Kilowatt-hours, million",283.867
Slovenia,2016,"Kilowatt-hours, million",267
Slovenia,2015,"Kilowatt-hours, million",274
Slovenia,2014,"Kilowatt-hours, million",257
Slovenia,2013,"Kilowatt-hours, million",215
Slovenia,2012,"Kilowatt-hours, million",163
Slovenia,2011,"Kilowatt-hours, million",65
Slovenia,2010,"Kilowatt-hours, million",13
Slovenia,2009,"Kilowatt-hours, million",4
Slovenia,2008,"Kilowatt-hours, million",1
Slovenia,2007,"Kilowatt-hours, million",0
Solomon Islands,2020,"Kilowatt-hours, million",4
Solomon Islands,2019,"Kilowatt-hours, million",4
Solomon Islands,2018,"Kilowatt-hours, million",2.895
Solomon Islands,2017,"Kilowatt-hours, million",3.222
Solomon Islands,2016,"Kilowatt-hours, million",2.122
Solomon Islands,2015,"Kilowatt-hours, million",1.519
Solomon Islands,2014,"Kilowatt-hours, million",1.476
Solomon Islands,2013,"Kilowatt-hours, million",1.076
Solomon Islands,2012,"Kilowatt-hours, million",1.076
Solomon Islands,2011,"Kilowatt-hours, million",1.076
Somalia,2020,"Kilowatt-hours, million",35
Somalia,2019,"Kilowatt-hours, million",11.03
Somalia,2018,"Kilowatt-hours, million",11.03
Somalia,2017,"Kilowatt-hours, million",10.76
Somalia,2016,"Kilowatt-hours, million",7.29
Somalia,2015,"Kilowatt-hours, million",0.27
Somalia,2014,"Kilowatt-hours, million",0.16
South Africa,2019,"Kilowatt-hours, million",4809
South Africa,2018,"Kilowatt-hours, million",4241
South Africa,2017,"Kilowatt-hours, million",3936
South Africa,2016,"Kilowatt-hours, million",3007
South Africa,2015,"Kilowatt-hours, million",2373
South Africa,2014,"Kilowatt-hours, million",1086
South Africa,2013,"Kilowatt-hours, million",46
South Africa,2009,"Kilowatt-hours, million",21
South Africa,2008,"Kilowatt-hours, million",21
South Africa,2007,"Kilowatt-hours, million",21
South Africa,2006,"Kilowatt-hours, million",21
South Africa,2005,"Kilowatt-hours, million",21
South Sudan,2019,"Kilowatt-hours, million",4.336
South Sudan,2018,"Kilowatt-hours, million",3.681
South Sudan,2017,"Kilowatt-hours, million",3
South Sudan,2016,"Kilowatt-hours, million",2
South Sudan,2015,"Kilowatt-hours, million",2
South Sudan,2014,"Kilowatt-hours, million",2
South Sudan,2013,"Kilowatt-hours, million",2
South Sudan,2012,"Kilowatt-hours, million",2
Spain,2019,"Kilowatt-hours, million",15103
Spain,2018,"Kilowatt-hours, million",12744
Spain,2017,"Kilowatt-hours, million",14397
Spain,2016,"Kilowatt-hours, million",13643
Spain,2015,"Kilowatt-hours, million",13859
Spain,2014,"Kilowatt-hours, million",13673
Spain,2013,"Kilowatt-hours, million",13096
Spain,2012,"Kilowatt-hours, million",11968
Spain,2011,"Kilowatt-hours, million",9399
Spain,2010,"Kilowatt-hours, million",7186
Spain,2009,"Kilowatt-hours, million",6064
Spain,2008,"Kilowatt-hours, million",2578
Spain,2007,"Kilowatt-hours, million",515
Spain,2006,"Kilowatt-hours, million",125
Spain,2005,"Kilowatt-hours, million",48
Spain,2004,"Kilowatt-hours, million",24
Spain,2003,"Kilowatt-hours, million",20
Spain,2002,"Kilowatt-hours, million",18
Spain,2001,"Kilowatt-hours, million",17
Spain,2000,"Kilowatt-hours, million",14
Spain,1999,"Kilowatt-hours, million",25
Spain,1998,"Kilowatt-hours, million",22
Spain,1997,"Kilowatt-hours, million",19
Spain,1996,"Kilowatt-hours, million",18
Spain,1995,"Kilowatt-hours, million",20
Spain,1994,"Kilowatt-hours, million",15
Spain,1993,"Kilowatt-hours, million",13
Spain,1992,"Kilowatt-hours, million",12
Spain,1991,"Kilowatt-hours, million",11
Spain,1990,"Kilowatt-hours, million",9
Sri Lanka,2019,"Kilowatt-hours, million",356.972
Sri Lanka,2018,"Kilowatt-hours, million",186.296
Sri Lanka,2017,"Kilowatt-hours, million",216.6
Sri Lanka,2016,"Kilowatt-hours, million",75
Sri Lanka,2015,"Kilowatt-hours, million",59.5
Sri Lanka,2014,"Kilowatt-hours, million",38.87
Sri Lanka,2013,"Kilowatt-hours, million",25.181
Sri Lanka,2012,"Kilowatt-hours, million",20.8
Sri Lanka,2011,"Kilowatt-hours, million",8.7
Sri Lanka,2010,"Kilowatt-hours, million",7.203
Sri Lanka,2009,"Kilowatt-hours, million",9.162
Sri Lanka,2008,"Kilowatt-hours, million",8.171
Sri Lanka,2007,"Kilowatt-hours, million",7.18
Sri Lanka,2006,"Kilowatt-hours, million",6.189
Sri Lanka,2005,"Kilowatt-hours, million",5.198
Sri Lanka,2004,"Kilowatt-hours, million",4.207
Sri Lanka,2003,"Kilowatt-hours, million",3.334
Sri Lanka,2002,"Kilowatt-hours, million",2.343
Sri Lanka,2001,"Kilowatt-hours, million",1.352
St. Helena and Depend.,2020,"Kilowatt-hours, million",0.987
St. Helena and Depend.,2019,"Kilowatt-hours, million",0.984
St. Helena and Depend.,2018,"Kilowatt-hours, million",1.654
St. Helena and Depend.,2017,"Kilowatt-hours, million",0.871
St. Helena and Depend.,2016,"Kilowatt-hours, million",0.897
St. Helena and Depend.,2015,"Kilowatt-hours, million",0.555
St. Helena and Depend.,2014,"Kilowatt-hours, million",0.094
St. Helena and Depend.,2013,"Kilowatt-hours, million",0.05
St. Helena and Depend.,2012,"Kilowatt-hours, million",0.01
St. Kitts-Nevis,2019,"Kilowatt-hours, million",3.06
St. Kitts-Nevis,2018,"Kilowatt-hours, million",3.06
St. Kitts-Nevis,2017,"Kilowatt-hours, million",3.06
St. Kitts-Nevis,2016,"Kilowatt-hours, million",3.06
St. Kitts-Nevis,2015,"Kilowatt-hours, million",2.27
St. Kitts-Nevis,2014,"Kilowatt-hours, million",2.27
St. Kitts-Nevis,2013,"Kilowatt-hours, million",0.57
St. Kitts-Nevis,2012,"Kilowatt-hours, million",0.03
St. Kitts-Nevis,2011,"Kilowatt-hours, million",0.03
St. Lucia,2019,"Kilowatt-hours, million",5
St. Lucia,2018,"Kilowatt-hours, million",5
St. Vincent-Grenadines,2019,"Kilowatt-hours, million",2.1
St. Vincent-Grenadines,2018,"Kilowatt-hours, million",1.964
St. Vincent-Grenadines,2017,"Kilowatt-hours, million",1.41
St. Vincent-Grenadines,2016,"Kilowatt-hours, million",1.246
St. Vincent-Grenadines,2015,"Kilowatt-hours, million",1.168
St. Vincent-Grenadines,2014,"Kilowatt-hours, million",0.503
St. Vincent-Grenadines,2013,"Kilowatt-hours, million",0.282
State of Palestine,2019,"Kilowatt-hours, million",120
State of Palestine,2018,"Kilowatt-hours, million",60
State of Palestine,2017,"Kilowatt-hours, million",45
State of Palestine,2016,"Kilowatt-hours, million",42.6
State of Palestine,2015,"Kilowatt-hours, million",9.2
State of Palestine,2014,"Kilowatt-hours, million",3
State of Palestine,2013,"Kilowatt-hours, million",2
Sudan,2019,"Kilowatt-hours, million",21.547
Sudan,2018,"Kilowatt-hours, million",20.5
Sudan,2017,"Kilowatt-hours, million",20
Sudan,2016,"Kilowatt-hours, million",18
Sudan,2015,"Kilowatt-hours, million",13
Sudan,2014,"Kilowatt-hours, million",13
Sudan,2013,"Kilowatt-hours, million",13
Sudan,2012,"Kilowatt-hours, million",6
Suriname,2019,"Kilowatt-hours, million",9.537
Suriname,2018,"Kilowatt-hours, million",10
Suriname,2017,"Kilowatt-hours, million",9
Suriname,2016,"Kilowatt-hours, million",9
Suriname,2015,"Kilowatt-hours, million",9
Suriname,2014,"Kilowatt-hours, million",9
Suriname,2013,"Kilowatt-hours, million",1
Suriname,2012,"Kilowatt-hours, million",1
Sweden,2019,"Kilowatt-hours, million",679
Sweden,2018,"Kilowatt-hours, million",407
Sweden,2017,"Kilowatt-hours, million",230
Sweden,2016,"Kilowatt-hours, million",143
Sweden,2015,"Kilowatt-hours, million",97
Sweden,2014,"Kilowatt-hours, million",47
Sweden,2013,"Kilowatt-hours, million",35
Sweden,2012,"Kilowatt-hours, million",19
Sweden,2011,"Kilowatt-hours, million",11
Sweden,2010,"Kilowatt-hours, million",9
Sweden,2009,"Kilowatt-hours, million",7
Sweden,2008,"Kilowatt-hours, million",4
Sweden,2007,"Kilowatt-hours, million",3
Sweden,2006,"Kilowatt-hours, million",2
Sweden,2005,"Kilowatt-hours, million",2
Sweden,2004,"Kilowatt-hours, million",2
Sweden,2003,"Kilowatt-hours, million",2
Sweden,2002,"Kilowatt-hours, million",2
Sweden,2001,"Kilowatt-hours, million",2
Sweden,2000,"Kilowatt-hours, million",1
Sweden,1999,"Kilowatt-hours, million",1
Sweden,1998,"Kilowatt-hours, million",1
Sweden,1997,"Kilowatt-hours, million",1
Sweden,1996,"Kilowatt-hours, million",1
Sweden,1995,"Kilowatt-hours, million",1
Sweden,1994,"Kilowatt-hours, million",1
Sweden,1993,"Kilowatt-hours, million",1
Switzerland,2019,"Kilowatt-hours, million",2177.671
Switzerland,2018,"Kilowatt-hours, million",1945.1
Switzerland,2017,"Kilowatt-hours, million",1683.208
Switzerland,2016,"Kilowatt-hours, million",1333
Switzerland,2015,"Kilowatt-hours, million",1119
Switzerland,2014,"Kilowatt-hours, million",842
Switzerland,2013,"Kilowatt-hours, million",500
Switzerland,2012,"Kilowatt-hours, million",300
Switzerland,2011,"Kilowatt-hours, million",168
Switzerland,2010,"Kilowatt-hours, million",94
Switzerland,2009,"Kilowatt-hours, million",54
Switzerland,2008,"Kilowatt-hours, million",37
Switzerland,2007,"Kilowatt-hours, million",29
Switzerland,2006,"Kilowatt-hours, million",24
Switzerland,2005,"Kilowatt-hours, million",21
Switzerland,2004,"Kilowatt-hours, million",18
Switzerland,2003,"Kilowatt-hours, million",18
Switzerland,2002,"Kilowatt-hours, million",15
Switzerland,2001,"Kilowatt-hours, million",13
Switzerland,2000,"Kilowatt-hours, million",11
Switzerland,1999,"Kilowatt-hours, million",10
Switzerland,1998,"Kilowatt-hours, million",8
Switzerland,1997,"Kilowatt-hours, million",7
Switzerland,1996,"Kilowatt-hours, million",7
Switzerland,1995,"Kilowatt-hours, million",6
Switzerland,1994,"Kilowatt-hours, million",5
Switzerland,1993,"Kilowatt-hours, million",4
Switzerland,1992,"Kilowatt-hours, million",3
Switzerland,1991,"Kilowatt-hours, million",2
Switzerland,1990,"Kilowatt-hours, million",1
Thailand,2019,"Kilowatt-hours, million",5145.9
Thailand,2018,"Kilowatt-hours, million",4536.6
Thailand,2017,"Kilowatt-hours, million",4542.5
Thailand,2016,"Kilowatt-hours, million",3377
Thailand,2015,"Kilowatt-hours, million",2378
Thailand,2014,"Kilowatt-hours, million",1385
Thailand,2013,"Kilowatt-hours, million",1080
Thailand,2012,"Kilowatt-hours, million",493
Thailand,2011,"Kilowatt-hours, million",95
Thailand,2010,"Kilowatt-hours, million",23
Thailand,2009,"Kilowatt-hours, million",9
Thailand,2008,"Kilowatt-hours, million",3
Thailand,2007,"Kilowatt-hours, million",1
Timor-Leste,2019,"Kilowatt-hours, million",0.936
Timor-Leste,2018,"Kilowatt-hours, million",0.936
Timor-Leste,2017,"Kilowatt-hours, million",0.936
Timor-Leste,2016,"Kilowatt-hours, million",0.867
Timor-Leste,2015,"Kilowatt-hours, million",0.867
Timor-Leste,2014,"Kilowatt-hours, million",0.867
Timor-Leste,2013,"Kilowatt-hours, million",0.867
Togo,2019,"Kilowatt-hours, million",3.032
Togo,2018,"Kilowatt-hours, million",3
Togo,2017,"Kilowatt-hours, million",2.172
Tonga,2020,"Kilowatt-hours, million",6.743
Tonga,2019,"Kilowatt-hours, million",6.2
Tonga,2018,"Kilowatt-hours, million",4.147
Tonga,2017,"Kilowatt-hours, million",5.18
Tonga,2016,"Kilowatt-hours, million",4.71
Tonga,2015,"Kilowatt-hours, million",3.262
Tonga,2014,"Kilowatt-hours, million",2.482
Tonga,2013,"Kilowatt-hours, million",2.042
Trinidad and Tobago,2019,"Kilowatt-hours, million",4.67
Trinidad and Tobago,2018,"Kilowatt-hours, million",4.67
Trinidad and Tobago,2017,"Kilowatt-hours, million",5.151
Trinidad and Tobago,2016,"Kilowatt-hours, million",5
Trinidad and Tobago,2015,"Kilowatt-hours, million",5
Trinidad and Tobago,2014,"Kilowatt-hours, million",4
Trinidad and Tobago,2013,"Kilowatt-hours, million",4
Trinidad and Tobago,2012,"Kilowatt-hours, million",4
Trinidad and Tobago,2011,"Kilowatt-hours, million",4
Trinidad and Tobago,2010,"Kilowatt-hours, million",4
Trinidad and Tobago,2009,"Kilowatt-hours, million",4
Trinidad and Tobago,2008,"Kilowatt-hours, million",3
Trinidad and Tobago,2007,"Kilowatt-hours, million",3
Trinidad and Tobago,2006,"Kilowatt-hours, million",3
Trinidad and Tobago,2005,"Kilowatt-hours, million",2
Trinidad and Tobago,2004,"Kilowatt-hours, million",2
Trinidad and Tobago,2003,"Kilowatt-hours, million",1
Trinidad and Tobago,2002,"Kilowatt-hours, million",1
Trinidad and Tobago,2001,"Kilowatt-hours, million",1
Tunisia,2019,"Kilowatt-hours, million",245.383
Tunisia,2018,"Kilowatt-hours, million",174
Tunisia,2017,"Kilowatt-hours, million",133
Tunisia,2016,"Kilowatt-hours, million",63
Tunisia,2015,"Kilowatt-hours, million",41
Tunisia,2014,"Kilowatt-hours, million",25
Tunisia,2013,"Kilowatt-hours, million",11.62
Tunisia,2012,"Kilowatt-hours, million",3.4
Tunisia,2011,"Kilowatt-hours, million",1.5
Tunisia,2010,"Kilowatt-hours, million",0.2
Turkey,2019,"Kilowatt-hours, million",9249.828
Turkey,2018,"Kilowatt-hours, million",7799.798
Turkey,2017,"Kilowatt-hours, million",2889.302
Turkey,2016,"Kilowatt-hours, million",1043
Turkey,2015,"Kilowatt-hours, million",194
Turkey,2014,"Kilowatt-hours, million",17
Turks and Caicos Islands,2020,"Kilowatt-hours, million",2
Turks and Caicos Islands,2019,"Kilowatt-hours, million",1
Turks and Caicos Islands,2018,"Kilowatt-hours, million",1
Tuvalu,2020,"Kilowatt-hours, million",2.5
Tuvalu,2019,"Kilowatt-hours, million",2
Tuvalu,2018,"Kilowatt-hours, million",2.0482
Tuvalu,2017,"Kilowatt-hours, million",1.9694
Tuvalu,2016,"Kilowatt-hours, million",1.9723
Tuvalu,2015,"Kilowatt-hours, million",0.7984
Tuvalu,2014,"Kilowatt-hours, million",0.1762
Tuvalu,2013,"Kilowatt-hours, million",0.1851
Tuvalu,2012,"Kilowatt-hours, million",0.0837
Tuvalu,2011,"Kilowatt-hours, million",0.072
Tuvalu,2010,"Kilowatt-hours, million",0.065
Uganda,2019,"Kilowatt-hours, million",78.1
Uganda,2018,"Kilowatt-hours, million",32.2
Uganda,2017,"Kilowatt-hours, million",25.4
Uganda,2016,"Kilowatt-hours, million",3.7
Ukraine,2020,"Kilowatt-hours, million",1635.1
Ukraine,2019,"Kilowatt-hours, million",2932.8
Ukraine,2018,"Kilowatt-hours, million",1098.9
Ukraine,2017,"Kilowatt-hours, million",739
Ukraine,2016,"Kilowatt-hours, million",491
Ukraine,2015,"Kilowatt-hours, million",477
Ukraine,2014,"Kilowatt-hours, million",429
Ukraine,2013,"Kilowatt-hours, million",570
Ukraine,2012,"Kilowatt-hours, million",333
Ukraine,2011,"Kilowatt-hours, million",30
Ukraine,2010,"Kilowatt-hours, million",1
United Arab Emirates,2019,"Kilowatt-hours, million",3779.8
United Arab Emirates,2018,"Kilowatt-hours, million",1303.1
United Arab Emirates,2017,"Kilowatt-hours, million",792
United Arab Emirates,2016,"Kilowatt-hours, million",309
United Arab Emirates,2015,"Kilowatt-hours, million",291
United Arab Emirates,2014,"Kilowatt-hours, million",291
United Arab Emirates,2013,"Kilowatt-hours, million",53
United Arab Emirates,2012,"Kilowatt-hours, million",19
United Kingdom,2019,"Kilowatt-hours, million",12918.07
United Kingdom,2018,"Kilowatt-hours, million",12735.51
United Kingdom,2017,"Kilowatt-hours, million",11457.269
United Kingdom,2016,"Kilowatt-hours, million",10395
United Kingdom,2015,"Kilowatt-hours, million",7533
United Kingdom,2014,"Kilowatt-hours, million",4054
United Kingdom,2013,"Kilowatt-hours, million",2010
United Kingdom,2012,"Kilowatt-hours, million",1354
United Kingdom,2011,"Kilowatt-hours, million",244
United Kingdom,2010,"Kilowatt-hours, million",40
United Kingdom,2009,"Kilowatt-hours, million",20
United Kingdom,2008,"Kilowatt-hours, million",17
United Kingdom,2007,"Kilowatt-hours, million",14
United Kingdom,2006,"Kilowatt-hours, million",11
United Kingdom,2005,"Kilowatt-hours, million",8
United Kingdom,2004,"Kilowatt-hours, million",4
United Kingdom,2003,"Kilowatt-hours, million",3
United Kingdom,2002,"Kilowatt-hours, million",3
United Kingdom,2001,"Kilowatt-hours, million",2
United Kingdom,2000,"Kilowatt-hours, million",1
United Kingdom,1999,"Kilowatt-hours, million",1
Tanzania,2019,"Kilowatt-hours, million",89.458
Tanzania,2018,"Kilowatt-hours, million",88
Tanzania,2017,"Kilowatt-hours, million",39
Tanzania,2016,"Kilowatt-hours, million",33
Tanzania,2015,"Kilowatt-hours, million",15
Tanzania,2014,"Kilowatt-hours, million",15
Tanzania,2013,"Kilowatt-hours, million",14
Tanzania,2012,"Kilowatt-hours, million",9
Tanzania,2011,"Kilowatt-hours, million",8
Tanzania,2010,"Kilowatt-hours, million",7
Tanzania,2009,"Kilowatt-hours, million",6
Tanzania,2008,"Kilowatt-hours, million",5
United States,2019,"Kilowatt-hours, million",97478.316
United States,2018,"Kilowatt-hours, million",85184.441
United States,2017,"Kilowatt-hours, million",70979.619
United States,2016,"Kilowatt-hours, million",50334
United States,2015,"Kilowatt-hours, million",35635
United States,2014,"Kilowatt-hours, million",25764
United States,2013,"Kilowatt-hours, million",15872
United States,2012,"Kilowatt-hours, million",10145
United States,2011,"Kilowatt-hours, million",6215
United States,2010,"Kilowatt-hours, million",3942
United States,2009,"Kilowatt-hours, million",2515
United States,2008,"Kilowatt-hours, million",2092
United States,2007,"Kilowatt-hours, million",1674
United States,2006,"Kilowatt-hours, million",1287
United States,2005,"Kilowatt-hours, million",1120
United States,2004,"Kilowatt-hours, million",965
United States,2003,"Kilowatt-hours, million",848
United States,2002,"Kilowatt-hours, million",830
United States,2001,"Kilowatt-hours, million",785
United States,2000,"Kilowatt-hours, million",709
United States,1999,"Kilowatt-hours, million",689
United States,1998,"Kilowatt-hours, million",890
United States,1997,"Kilowatt-hours, million",897
United States,1996,"Kilowatt-hours, million",906
United States,1995,"Kilowatt-hours, million",828
United States,1994,"Kilowatt-hours, million",828
United States,1993,"Kilowatt-hours, million",901
United States,1992,"Kilowatt-hours, million",749
United States,1991,"Kilowatt-hours, million",782
United States,1990,"Kilowatt-hours, million",666
United States Virgin Is.,2020,"Kilowatt-hours, million",12.2
United States Virgin Is.,2019,"Kilowatt-hours, million",24.34
United States Virgin Is.,2018,"Kilowatt-hours, million",21.24
United States Virgin Is.,2017,"Kilowatt-hours, million",20.84
United States Virgin Is.,2016,"Kilowatt-hours, million",32.63
United States Virgin Is.,2015,"Kilowatt-hours, million",32.97
United States Virgin Is.,2014,"Kilowatt-hours, million",22.979
United States Virgin Is.,2013,"Kilowatt-hours, million",14.348
United States Virgin Is.,2012,"Kilowatt-hours, million",8.785
United States Virgin Is.,2011,"Kilowatt-hours, million",3.29
Uruguay,2020,"Kilowatt-hours, million",462
Uruguay,2019,"Kilowatt-hours, million",423.5
Uruguay,2018,"Kilowatt-hours, million",413.5
Uruguay,2017,"Kilowatt-hours, million",268.5
Uruguay,2016,"Kilowatt-hours, million",152
Uruguay,2015,"Kilowatt-hours, million",48.7
Uruguay,2014,"Kilowatt-hours, million",3.4
Uzbekistan,2020,"Kilowatt-hours, million",0.03
Uzbekistan,2019,"Kilowatt-hours, million",0.09
Uzbekistan,2018,"Kilowatt-hours, million",0.2
Uzbekistan,2017,"Kilowatt-hours, million",0.7
Uzbekistan,2016,"Kilowatt-hours, million",0.3
Uzbekistan,2015,"Kilowatt-hours, million",0.003
Vanuatu,2019,"Kilowatt-hours, million",5.406
Vanuatu,2018,"Kilowatt-hours, million",5.3
Vanuatu,2017,"Kilowatt-hours, million",4.45
Vanuatu,2016,"Kilowatt-hours, million",2.134
Vanuatu,2015,"Kilowatt-hours, million",0.237
Vanuatu,2014,"Kilowatt-hours, million",0.219
Vanuatu,2013,"Kilowatt-hours, million",0.191
Vanuatu,2012,"Kilowatt-hours, million",0.137
Vanuatu,2011,"Kilowatt-hours, million",0.067
Venezuela,2019,"Kilowatt-hours, million",8.63
Venezuela,2018,"Kilowatt-hours, million",6
Venezuela,2017,"Kilowatt-hours, million",7
Venezuela,2016,"Kilowatt-hours, million",7
Venezuela,2015,"Kilowatt-hours, million",7
Venezuela,2014,"Kilowatt-hours, million",10.36
Venezuela,2013,"Kilowatt-hours, million",8.66
Venezuela,2012,"Kilowatt-hours, million",9.22
Venezuela,2011,"Kilowatt-hours, million",2
Vietnam,2019,"Kilowatt-hours, million",106
Vietnam,2018,"Kilowatt-hours, million",106
Wallis and Futuna Is.,2020,"Kilowatt-hours, million",0.16
Wallis and Futuna Is.,2019,"Kilowatt-hours, million",0.16
Wallis and Futuna Is.,2018,"Kilowatt-hours, million",0.16
Wallis and Futuna Is.,2017,"Kilowatt-hours, million",0.16
Wallis and Futuna Is.,2016,"Kilowatt-hours, million",0.16
Wallis and Futuna Is.,2015,"Kilowatt-hours, million",0.15
Wallis and Futuna Is.,2014,"Kilowatt-hours, million",0.15
Wallis and Futuna Is.,2013,"Kilowatt-hours, million",0.15
Wallis and Futuna Is.,2012,"Kilowatt-hours, million",0.11
Wallis and Futuna Is.,2011,"Kilowatt-hours, million",0.12
Wallis and Futuna Is.,2010,"Kilowatt-hours, million",0.1
Wallis and Futuna Is.,2009,"Kilowatt-hours, million",0.1
Yemen,2019,"Kilowatt-hours, million",484.375
Yemen,2018,"Kilowatt-hours, million",484.375
Yemen,2017,"Kilowatt-hours, million",193.75
Yemen,2016,"Kilowatt-hours, million",155
Yemen,2015,"Kilowatt-hours, million",116
Yemen,2014,"Kilowatt-hours, million",9
Yemen,2013,"Kilowatt-hours, million",4
Yemen,2012,"Kilowatt-hours, million",4
Yemen,2011,"Kilowatt-hours, million",3
Zambia,2019,"Kilowatt-hours, million",1.4
Zambia,2018,"Kilowatt-hours, million",0.93
